ID,标签,标题                                        ,问题                                                                                                                  ,答案                                                                                                                                                                            ,省份 ,年份
19,0 ,孩子文科576，能冲该学校么？能上什么专业？录取几率大不大？            ,谢谢！                                                                                                                 ,考生您好！我校招生网https://zs.gzhmu.edu.cn/发布了往年各专业的录取分数和排位，您可参考往年的分数和排位进行报考。欢迎报考广州医科大学！欲知更多报考信息，欢迎登陆广州医科大学本科招生网，或致电广州医科大学招生办咨询，电话020-37103483。                                        ,河南 ,2020
5 ,0 ,招生录取                                      ,贵州理科579位次9047，被贵校临床医学录取概率大吗                                                                                         ,考生您好！我校招生网https://zs.gzhmu.edu.cn/发布了往年各专业的录取分数和排位，您可参考往年的分数和排位进行报考。欢迎报考广州医科大学！欲知更多报考信息，欢迎登陆广州医科大学本科招生网，或致电广州医科大学招生办咨询，电话020-37103483。                                        ,贵州 ,2020
6 ,0 ,你好                                        ,如果分数线未到本科线是否能报靠贵校                                                                                                   ,考生您好！我校招生网https://zs.gzhmu.edu.cn/发布了往年各专业的录取分数和排位，您可参考往年的分数和排位进行报考。欢迎报考广州医科大学！欲知更多报考信息，欢迎登陆广州医科大学本科招生网，或致电广州医科大学招生办咨询，电话020-37103483。                                        ,广东 ,2020
7 ,0 ,咨询                                        ,您好，我是甘肃考生，如果想要到贵校的临床医学，556分，省排名6553，能上吗？                                                                            ,考生您好！我校招生网https://zs.gzhmu.edu.cn/发布了往年各专业的录取分数和排位，您可参考往年的分数和排位进行报考。欢迎报考广州医科大学！欲知更多报考信息，欢迎登陆广州医科大学本科招生网，或致电广州医科大学招生办咨询，电话020-37103483。                                        ,甘肃 ,2020
8 ,0 ,录取                                        ,老师你好河南考生理科分数574排名7万多可以报考贵校医学类专业吗服从调剂                                                                                ,考生您好！我校招生网https://zs.gzhmu.edu.cn/发布了往年各专业的录取分数和排位，您可参考往年的分数和排位进行报考。欢迎报考广州医科大学！欲知更多报考信息，欢迎登陆广州医科大学本科招生网，或致电广州医科大学招生办咨询，电话020-37103483。                                        ,河南 ,2020
9 ,0 ,招生咨询                                      ,请问今年招收医学影像学或检验学专科生吗？录取分数多少？谢谢                                                                                       ,考生您好！我校目前没有专科的招生类别。学校招生网https://zs.gzhmu.edu.cn/发布了往年各专业的录取分数和排位，欢迎关注广州医科大学！欲知更多报考信息，欢迎登陆广州医科大学本科招生网，或致电广州医科大学招生办咨询，电话020-37103483。                                           ,江西 ,2020
10,0 ,录取                                        ,你好，请问一下广东省排位5万2可以报考生物医学工程吗?录取率有多大                                                                                   ,考生您好！我校招生网https://zs.gzhmu.edu.cn/发布了往年各专业的录取分数和排位，您可参考往年的分数和排位进行报考。欢迎报考广州医科大学！欲知更多报考信息，欢迎登陆广州医科大学本科招生网，或致电广州医科大学招生办咨询，电话020-37103483。                                        ,广东 ,2020
11,0 ,专业录取                                      ,贵校每年会有多少人在第二第三专业录取                                                                                                  ,考生您好！根据《广州医科大学2020年夏季普通高考招生章程》，我校文科类、理科类专业分档时，根据各省（区、市）投档规则出档后，实行“分数优先”的录取原则，即根据考生投档总分排位情况从高到低排序录取，先安排排位高的考生的第一专业志愿，若该专业额满，再逐一查看该生的后续专业志愿...[详细]                              ,广东 ,2020
12,0 ,转专业                                       ,教务处网站查询是什么？                                                                                                         ,考生您好！广州医科大学教务处网站发布了《广州医科大学普通全日制本科生转专业实施办法》，您可参考此文件，了解专专业具体要求和流程。                                                                                                              ,广东 ,2020
13,0 ,报考                                        ,你好，老师，请问贵州考生，考分575，位次9962，能报考贵校哪些专业                                                                                 ,考生您好！我校本科各专业可以互相转专业，学生可以在入学第二学期申请转专业，转专业的具体请到我校教务处网站查询。欢迎报考广州医科大学！欲知更多报考信息，欢迎登陆广州医科大学本科招生网，或致电广州医科大学招生办咨询，电话020-37103483。                                                     ,贵州 ,2020
14,0 ,你好                                        ,你好老师我是吉林的考生今年高考成绩是524想学麻醉专业有希望吗                                                                                     ,考生您好！广州医科大学2020年在吉林省暂时没有招生计划。欢迎关注广州医科大学！                                                                                                                                      ,吉林 ,2020
15,0 ,关于地方专项计划的录取问题                             ,请问，地方专项计划录取是在普通录取之前还是之后？考生本可通过普通录取进入贵校的某专业，但第一志愿填的是贵校地方专项计划下的该专业，这样是否会占用地方专项的录取名额？                                  ,考生您好！我校各类招生录取方式的进度严格按照广东省教育考试院的要求开展，具体要求，可查询广东省教育考试院网站、广州医科大学本科招生网，或致电广州医科大学招生办咨询，电话020-37103483。                                                                             ,广东 ,2020
16,0 ,录取                                        ,您好，我是甘肃理科考生，567分，位次5222名，可以被贵校的临床医学录取吗？                                                                             ,考生您好！2019年甘肃省理科录取到广州医科大学临床医学最低分数为549，2019年录取最低分与省控制线（470）分差为79分，供参考。                                                                                                          ,甘肃 ,2020
17,0 ,录取率？                                      ,我是甘肃考生，理工科，全省排名8154.能否上贵校                                                                                           ,考生您好！2019年甘肃省普通类理工科录取到广州医科大学的最低分数为539，超过2019年甘肃省普通类最低录取控制线（470）69分。共参考！欢迎报考广州医科大学！更有疑问，可咨询广州医科大学招生办020-37103483。                                                              ,甘肃 ,2020
18,0 ,临床医学（专科）                                  ,江苏考生，请问贵校今年招收该专业分数是多少                                                                                               ,考生您好！广州医科大学目前没有临床医学专科的招生名额，我校招生网https://zs.gzhmu.edu.cn/发布了往年各专业的录取分数和排位，您可参考往年的分数和排位进行报考。欢迎报考广州医科大学！预知更多报考信息，欢迎登陆广州医科大学本科招生网，或致电广州医科大学招生办咨询，电话020-3710...[详细]                ,江苏 ,2020
19,0 ,录取                                        ,我是广东考生，今年分数为530，可以被贵校录取吗                                                                                            ,考生您好！我校招生网https://zs.gzhmu.edu.cn/发布了往年各专业的录取分数和排位，您可参考往年的分数和排位进行报考。欢迎报考广州医科大学！预知更多报考信息，欢迎登陆广州医科大学本科招生网，或致电广州医科大学招生办咨询，电话020-37103483。                                        ,广东 ,2020
