ID,标签,标题                            ,问题                                                                                                                                                     ,答案                                                                                                                                                        ,省份 ,年份
9 ,0 ,在粤物理类排名3.2w可能被录取吗？地方专项需要签约吗？  ,在粤物理类排名3.2w可能被录取吗？地方专项需要签约吗？                                                                                                                           ,考生你好！欢迎报考广东外语外贸大学！建议把握好“冲稳保”的基础上，在志愿表靠前的位置填报广外；如果选考科目符合要求，可同时填报多个我校的院校专业组，以提高被我校录取的几率。同时也建议服从专业调剂。地方专项不需要签约。                                              ,广东 ,2021
10,0 ,录取                            ,服从调剂且身体健康符合要求，专业分数达到最低分数线要求的情况下，是否会因为你校专业计划数已满而被退档?(按照你校招生章程中录取原则来说好像会被退档)                                                                             ,考生你好！为更好地保护考生的利益，学校对平行志愿批次下服从调剂、体检合格且符合有关录取规定的出档考生不退档。                                                                                                    ,广东 ,2021
11,0 ,录取                            ,你好，我想报贵校的音乐表演钢琴专业，我的文化460，音乐表演统考综合分517，排名999，报考这个专业可以被录取嘛，谢谢                                                                                           ,考生你好！欢迎报考广东外语外贸大学。我校高考招生网上有往年的录取统计数据，仅供参考，谢谢！                                                                                                             ,广东 ,2021
12,0 ,录取                            ,广东580分排位38804有机会录取吗？                                                                                                                                   ,考生你好！欢迎报考广东外语外贸大学。建议把握好“冲稳保”的基础上，在志愿表靠前的位置填报广外；如果选考科目符合要求，可同时填报多个我校的院校专业组，以提高被我校录取的几率。同时也建议服从专业调剂。                                                        ,广东 ,2021
13,0 ,录取裴艺璇                         ,山西文科546，英语133，是否可以报考贵校，概率有多大。                                                                                                                          ,考生你好！我校2020年在山西文科的录取最低分是569，比本科一批线高27分。我校高考招生网上还有近几年的录取统计数据，以上仅供参考，谢谢！欢迎报考广东外语外贸大学！                                                                       ,山西 ,2021
14,0 ,英语或法学                         ,山东省位次29700，分数580，填报英语或法学希望有多大？                                                                                                                         ,考生你好！欢迎报考广东外语外贸大学！建议你把握好“冲稳保”的基础上，在志愿表靠前的位置填报广外，以提高被我校录取的几率。如果不喜欢被录取的专业，我校还有创新班选拔、转专业、辅修等。                                                                ,山东 ,2021
15,0 ,录取                            ,物理581分，3W7千多排位，能上贵校么                                                                                                                                   ,考生你好！欢迎报考广东外语外贸大学！建议你把握好“冲稳保”的基础上，在志愿表靠前的位置填报广外；如果选考科目符合要求，可同时填报多个我校的院校专业组，以提高被我校录取的几率。也建议服从专业调剂。                                                         ,广东 ,2021
16,0 ,录取问题                          ,1.请问贵校，在学生服从调剂的情况下若专业组中各专业已满人，那么会有概率被退档吗？2.贵校在各志愿中存在录取级差吗？                                                                                             ,考生你好！普通类专业分档时，根据各省（区、市）投档规则出档后，我校实行“分数优先”的录取原则。不设置专业级差。往年为更好地保护考生的利益，我校对平行志愿批次的出档考生，只要其服从调剂、体检合格且符合有关录取规定，则不退档。                                           ,广东 ,2021
17,0 ,报考                            ,广外的法学创新班是进学校后再次二次遴选吗                                                                                                                                   ,考生你好！我校的法学（国际组织创新班）是在被我校录取的新生当中再择优选拔的。欢迎报考广东外语外贸大学，谢谢！                                                                                                    ,广东 ,2021
18,0 ,河北省                           ,老师您好，我是河北省声乐类考生，想报考广东外语外贸大学，在2020年录取结果上没有看到贵校，请问有可以参考的数据吗？                                                                                             ,考生你好！往年我校的音乐表演（声乐）专业在河北省没有招生计划。因此，只要符合报名条件的考生，欢迎报考广东外语外贸大学，谢谢！                                                                                            ,河北 ,2021
19,0 ,录取                            ,老师，你好，河北理科579，位次23927，报考工商管理类希望大吗？                                                                                                                     ,考生你好！你应该是指普通类（物理）考生吧？欢迎报考广东外语外贸大学。建议把握好“冲稳保”的基础上，在志愿表的靠前位置填报我校，以提高被我校录取的几率。我校高考招生网上有历年的录取统计数据，仅供参考，谢谢！                                                    ,河北 ,2021
5 ,0 ,录取                            ,广东物理类位次24817可以录取吗                                                                                                                                      ,考生你好！欢迎报考广东外语外贸大学！建议你把握好“冲稳保”的基础上，在志愿表靠前的位置填报广外；如果选考科目符合要求，可同时填报多个我校的院校专业组，以提高被我校录取的几率。也建议服从专业调剂。                                                         ,广东 ,2021
6 ,0 ,播音专业综合分如何计算                   ,提档是1：1吗？是按黑龙江综合分吗？预计综合分333分能录吗？                                                                                                                        ,你好，投档比例按实际情况，黑龙江第一年播主招生，没法估计。                                                                                                                             ,黑龙江,2021
7 ,0 ,填报                            ,广东理科571，排名4w7服从调剂能够冲广外吗？                                                                                                                               ,你好。去年我校理科录取最低排位是38633，你可以冲，但要有填报稳和保的学校。                                                                                                                   ,广东 ,2021
8 ,0 ,填报                            ,分数560，广东省理科排名58641报考贵校有希望吗？贵校的南国商学院和本部有什么区别？                                                                                                           ,你好！去年我校理科录取最低排位是38633，南国商学院是独立学院。                                                                                                                         ,广东 ,2021
9 ,0 ,复合型专业                         ,我想报小语种再修一门专业，这里有复合型专业吗                                                                                                                                 ,学校设立主辅修制，学有余力的学生可以修读辅修学位。主辅修制是我校多元化本科教育模式的重要组成部分，是培养多规格、复合型人才的重要途径。学有余力的学生以主修专业为依托，经批准，在校期间可辅修其他专业的课程，毕业时符合相关条件，可获得辅修专业证书或辅修学位。目前，学校已开设...[详细]            ,广东 ,2021
10,0 ,咨询                            ,您好，我是重庆一名文史类考试，成绩是577，请问是否有希望报考贵校                                                                                                                      ,"你好,请参考我校去年的录取情况。"                                                                                                                                        ,重庆 ,2021
11,0 ,贵州考生                          ,"贵州考生，592，位次4027,可以得英语专业不"                                                                                                                             ,你好，不好说，看我校录取原则。                                                                                                                                           ,贵州 ,2021
12,0 ,预科班                           ,老师您好，请问贵校对广西的少数民族考生是否开设预科班                                                                                                                             ,考生你好！我校在广西没有少数民族考生的预科班招生计划。感谢你的关注！也欢迎报考广东外语外贸大学！谢谢！                                                                                                       ,广西 ,2021
13,0 ,问题比较多                         ,老师你好：1，符合各项条件的情况下，提档会退档吗？2，可以转专业吗？有什么要求？3，可以跨专业组转专业吗？4，有哪些专业可以辅修？5，贵校保研率是多少？文科又占多少？谢谢                                                                  ,考生你好！1.我们建议填报志愿时一般选择服从调剂；2.我校在读学生可以申请转专业。只要在校期间无违纪处分记录的一年级或二年级在校生均可申请，但外国语中学保送生不允许转至非外语类专业，艺术类专业学生不允许转专业。转出条件和名额不设限制，转入程序皆含笔试和面试；3.高考录取时，专...[详细]         ,江苏 ,2021
14,0 ,加分                            ,Q1请问贵校只是提档录取承认加分，还是提档录取和专业录取都承认加分？Q2贵校是否承诺“当考生所填报的所有专业不能满足时，服从专业调剂，身体合格，符合录取条件，进档不退档”？谢谢你！                                                             ,考生你好！有关加分或照顾录取政策，执行各省份招生办公布的加分项目及分值。加分分值适用于投档及专业分档。为更好地保护考生的利益，我校往年一般对平行志愿批次的出档考生，只要其服从调剂、体检合格且符合有关录取规定，则不退档。                                             ,广西 ,2021
15,0 ,录取预测                          ,我的云南高考分数为582，可以被广东外语外贸大学录取吗                                                                                                                            ,不好估计，你参考一下往年我校在云南的录取情况。                                                                                                                                   ,云南 ,2021
16,0 ,具体不理解                         ,什么叫做可以冲一下？超出录取最低分几分有多大几率被录                                                                                                                             ,参考一下往年的录取情况，有多大几率被录不好预测                                                                                                                                   ,重庆 ,2021
17,0 ,舞蹈历史类考生251分，文化需多少分才能被贵校录取？    ,在湖南的舞蹈类招生情况                                                                                                                                            ,去年舞蹈表演在湖南录取最低成绩485，投档分在325左右                                                                                                                              ,湖南 ,2021
18,0 ,录取分数                          ,我是重庆的一名考生，我考了573有多大的几率被贵校录取                                                                                                                            ,可以冲一下，去年文科最低567，理科563                                                                                                                                     ,重庆 ,2021
19,0 ,辅修双学位                         ,艺术类学生可以辅修非艺术类专业双学位吗？                                                                                                                                   ,艺术类考生可以辅修双学位                                                                                                                                              ,河北 ,2021
5 ,0 ,专业要求                          ,请问贵校各个专业的填报有什么要求吗？或是在哪儿能看到要求？                                                                                                                          ,考生你好！请登录我校高考招生网查看招生章程，欢迎报考广外，谢谢！                                                                                                                          ,贵州 ,2020
6 ,0 ,英语专业                          ,选择英语专业可以学习第二语言吗，是否可选双学位，学校同声传译课程可以参加吗                                                                                                                  ,考生你好！我校英语专业需要学习第二外语的。学生也可以申请报读辅修专业。欢迎报考广外，谢谢！                                                                                                             ,福建 ,2020
7 ,0 ,专业分流                          ,您好！请问贵校大类招生的专业类别如政治学类中国语言文学类等在什么时候进行专业分流？怎样分流？有什么分流规则吗？谢谢                                                                                              ,考生你好！我校的大类专业一般在第二学期开始专业分流工作，具体请见各学院的专业分流有关方案。欢迎报考广外，谢谢！                                                                                                   ,广东 ,2020
8 ,0 ,请问，四川文科，587，录取希望大吗？           ,请问，四川文科，587，录取希望大吗？                                                                                                                                    ,考生你好！你可登陆我校高考招生网查看近年来的录取统计，仅供参考，谢谢！                                                                                                                       ,四川 ,2020
9 ,0 ,广东考生播音专业                      ,请问贵校的播音主持专业对高考英语文化课，有分数要求吗？                                                                                                                            ,考生你好！我校各专业在录取时均以考生的投档总分为基本依据，没有单科要求。                                                                                                                      ,广东 ,2020
10,0 ,录取                            ,我们是黑龙江文史类考生，高考分数是577，位次是1190，女孩，想学贵校的小语种专业，能稳进贵校学自己心怡的专业吗？如果考进贵校，转专业的条件是怎样的？                                                                           ,考生你好！你可登陆我校高考招生网查看近年来的录取统计数据，仅供参考。我校本科生转专业的转出条件和名额不设限制，转入程序皆含笔试和面试。                                                                                       ,黑龙江,2020
11,0 ,录取                            ,如果既选择了贵校的地方专项计划专业，又选择了非地方专项计划的专业，那么院校代码应该填哪个，是写地方专项计划的院校代码吗                                                                                            ,考生你好！我校的国标代码是11846，地方专项的是31846，具体查看今年的招生专业目录。欢迎报考广外，谢谢！                                                                                                   ,广东 ,2020
12,0 ,录取                            ,老师，您好，我是山西文科考生，成绩是574，位次1896，是否有望被贵校录取                                                                                                                 ,考生你好！去年我校在山西的文科录取最低排位是2263，仅供参考。欢迎报考广外，谢谢！                                                                                                                ,山西 ,2020
13,0 ,转专业                           ,本科批次录取可以转到师范类专业吗？                                                                                                                                      ,考生你好！被我校录取的非师范类专业学生，在读期间可申请转入到师范类专业的，具体详见我校有关转专业的管理规定。欢迎报考广外，谢谢！                                                                                          ,广东 ,2020
14,0 ,专业                            ,我想请问一下，报选外语专业的，大学时一定要到相应国家留学吗？比如朝鲜语，日语，俄语                                                                                                              ,考生你好！每个专业有不一样的要求，有些是全部要求出国留学，有些不是全部，具体请查看学校各专业的具体方案。欢迎报考广外，谢谢！                                                                                            ,广东 ,2020
15,0 ,录取                            ,请问广东理科557排名48880录取概率大吗                                                                                                                                 ,考生你好！建议你登录我校高考招生网查看近年来的招生录取统计数据，仅供参考。谢谢！                                                                                                                  ,广东 ,2020
16,0 ,请问贵校转专业政策是怎样的？另外有推免权吗？        ,专业                                                                                                                                                     ,考生你好！为调动学生学习的主动性与积极性，学校允许符合条件的本科生转专业。转专业在第二学期和第四学期进行。转出条件和名额不设限制，转入程序皆含笔试和面试。从近两年的转专业数据来看，成功率达到70%。另外学校具备免试攻读硕士学位研究生的推荐资格。欢迎报考广外！谢谢！                      ,黑龙江,2020
17,0 ,关于录取问题                        ,您好，我想问一下，如果我在第三志愿填报了工商管理专业（排位可以上的前提），一个同学排位比我高被调剂到工商管理专业，那么是谁被录取呢？                                                                                     ,考生你好！文科类、理科类专业分档时，根据各省（区、市）投档规则出档后，我校实行“分数优先”的录取原则。不设置专业级差。对考生投档总分有排位的省（区、市），根据考生投档总分排位情况从高到低排序录取。先安排投档总分排位高的考生的第一专业志愿，若该专业额满，再依次查看该生的后...[详细]            ,广东 ,2020
18,0 ,海南美术生                         ,今年贵校会划分统考成绩的划线吗还是只要达到合格线就可以了海南考生想报视觉传达设计统考196文化581都过了合格线和本科线                                                                                           ,考生你好！对报考我校视觉传达设计专业（含平面艺术设计、环境与展示设计、信息艺术设计三个方向）的考生，在其术科统考成绩和高考文化课成绩均达到所在省份划定的相应批次最低录取控制分数线的基础上，按公式（术科统考成绩×60%+高考文化课成绩×40%）计算综合分，再按综合分从高到低排序，综合...[详细]      ,海南 ,2020
19,0 ,四六级                           ,老师，你好。我想请问一下贵校大一新生可以在今年九月份考四级吗？                                                                                                                        ,考生你好！一般来说，新生从第2学期开始可报名参加CET4-6，具体详见我校有关的管理规定。欢迎报考广外，谢谢！                                                                                                   ,贵州 ,2020
5 ,0 ,报志愿                           ,文科总分412，可报贵校专科批次专业吗？                                                                                                                                   ,考生你好！我校没有专科批次招生。感谢你对广外的关注！谢谢！                                                                                                                             ,广东 ,2020
6 ,0 ,地方专项是什么？                      ,老师您好!请问地方专项是什么？广东考生557，排位11296可否填报贵校地方专项？                                                                                                              ,考生你好！地方专项计划是指地方高校定向招生实施区域的农村学生的专项计划，要按照上级主管部门的有关政策实施。具体请查看《广东省教育厅关于做好2020年重点高校招收农村和贫困地区学生工作的通知》。谢谢！                                                       ,广东 ,2020
7 ,0 ,录取                            ,老师您好，广东文科562，服从调剂，能稳上贵校吗？                                                                                                                              ,考生你好！建议你登录我校高考招生网近年来的录取统计，仅供参考，谢谢！                                                                                                                        ,广东 ,2020
8 ,0 ,专业                            ,请问贵校文科有什么专业是有体检要求的呢？可以具体说一下吗？                                                                                                                          ,考生你好！我校录取考生的体检标准按照教育部、卫生部、中国残疾人联合会颁布的《普通高等学校招生体检工作指导意见》（教学〔2003〕3号）和《教育部办公厅卫生部办公厅关于普通高等学校招生学生入学身体检查取消乙肝项目检测有关问题的通知》（教学厅〔2010〕2号）的有关规定执行。欢迎报考...[详细]       ,广东 ,2020
