ID,标签,问题,答案
40,0,请问贵校今年在海南招生选物科目的各专业对色弱有无限制，若有是哪些？若提档会不会因色弱可能退档（服从调剂）？,http://admission.scut.edu.cn/2021/0608/c17543a432351/page.htm华南理工大学2021年本科招生章程请详细阅读招生章程，报考时不要填报所列专业
41,0,您好，请问计算机大类招生的，1、在校读几年划分小专业；2、小专业是按成绩高低划分还是随机划分；3、毕业证以后写的是计算机大类专业还是小专业。,http://admission.scut.edu.cn/2021/0616/c17525a433222/page.htm请详细阅读资讯册中计算机学院部分
42,0,请问：广东考试综评招生面试结果什么时候可以收到通知？谢谢老师,http://admission.scut.edu.cn/2021/0406/c17748a424543/page.htm华南理工大学2021年广东省综合评价招生简章请详细阅读简章，注意各时间节点及要求
43,0,请问贵校何时出录取分数线？何时出每个专业的录取分数线？应该在哪查询？大概在多少位次可以投档贵校,各专业在考生填报录取后才有分数线目前都是参考上年分数线报考http://admission.scut.edu.cn/2020/1027/c17520a406405/page.htm
44,0,这个专业在广东省内今年招多少人？,综合评价方式录取，具体查询简章http://admission.scut.edu.cn/2021/0406/c17748a424543/page.htm
45,0,同上,学校统一分配（六）住宿费：600~1600元/生·学年。
46,0,同上,国家专项，高校转向等相关专业，具体查询所在省招办发招生指南
47,0,请问广东考生报考华工艺术学院音乐学专业是提前批次吗,本科批统+校
48,0,是先录统考学校吗那如果我报的统考学校被录取了华工还会录我吗,不会
49,0,孩子是天津2020届考生，总成绩638位次6781物化生能否报考贵校,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
50,0,你好，我是福建考生，总是634排名3441有希望报考贵校吗,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
51,0,您好！请问录取规则中“符合专业录取要求”具体是指一些专业对身体、单科成绩和语种等等的要求吗？,是的
52,0,广东理616分报贵校工业设计有可能被录取吗？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
53,0,老师您好，我是河北考生，省排位次为5561，能被贵校录取吗？能录取的话，选择什么样的专业呢？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
54,0,老师您好，我是河南文科考生，627分，位次1221，请问报考贵校录取概率有多大？建议报考吗？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
55,0,您好，我是今年天津的毕业生，我所选的科目是物理化学生物，我的总成绩是638分，请问我是否有希望进入贵校？若报考贵校是否存在专业级差？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度无极差
56,0,您好老师，我是河北考生，理科，658分，省排位4500-4750，报考贵校录取的可能性大吗？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
57,0,请问贵校文科2017-2019年在贵州的录取分数线及排位？谢谢！,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
58,0,音乐专业的考生填志愿填华南理工大学时是填在统考+校考那里的但是前面还有一个是统考的学校如果我统考也填了学校被录取之后华南理工还能录取到我吗,不能
59,0,您好，请问贵校今年在海南招生分数线或录取位次估计大概是多少呢？,新高考改革第一年暂无参照。
60,0,山东考生635，位次在8646，可以冲一冲吗，几率有多大,http://admission.scut.edu.cn/2020/0523/c17520a378749/page.htm参考2019年专业
61,0,老师，您好，福建理科考生，高考614分，排名6436，有希望被录取吗？,http://admission.scut.edu.cn/2020/0523/c17520a378726/page.htm参考往年排位
62,0,请问传播学2+2是不是中外合作办学？,"不是，联合班。学费6060,，2年后如出国参照合作高校标准。"
63,0,老师您好！请问经济学（创新班）本硕连读是不是只能在本学校（华南理工大学）连读本硕？,是的
64,0,老师您好！请问传播学（2+2联合班）是学什么的？具体培养模式是什么？学费是多少？是中外合资吗？谢谢老师,我校开展传播学（2+2联合班），合作高校为美国密苏里大学哥伦比亚校区（UniversityofMissouri-Columbia）。学生第一、二年在我校学习，培养计划参照密苏里大学对应专业前两年的课程模块，与密苏里大学共同制定。部分核心专业课程与通识教育课程原则上采用全英文教学。在达到密苏里大学有关绩点...[详细]
65,0,天津654，4204位，报考贵校05922，05924专业组机会大吗？谢谢,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
66,0,河南文科考生，623，位次1563，有希望被贵校录取吗？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
67,0,我是山东省美术类考生，山东省美术统考成绩255.34分，高考文化课成绩432分，山东省美术类综合分576.45分，能被贵校录取吗？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
68,0,贵州省考生分数582排名8523能否录取你们学校?谢谢,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
69,0,天津649，物理总位次3639，录取希望怎样,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
70,0,关于贵校的城乡规划专业，入学后需加试素描有什么要求？如果没有素描基础会有退档可能吗？,加试素描第二十一条  加试要求：录取至建筑学、城乡规划、风景园林三个专业的考生，入校后需加试素描。素描成绩不合格者将参照我校当年各专业在生源地录取分数线及考生高考志愿，依据高考文化成绩，按照高分转低分的原则结合招生计划数，调入新专业。不同意学校安排者予以取消入学资格。
71,0,老师您好，我是北京的考生，请问628分报考咱们学校的04专业组有希望么？谢谢,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
72,0,你好老师，我是今年广东高考生，分数639全省理科排名5682名，今年听说全省理科6000名以内报考贵校可以实现零调剂，那我是否可以在六个专业中选择你们贵校排名三四千名排位的专业，我可以在这六个专业中实现零调剂录取吗？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
73,0,贵校公布的音乐表演器乐演奏专业分省计划，广东共有19个录取计划，但这19个录取计划没有细分“弦乐、管乐、竖琴、西洋打击乐、民族乐器演奏”等各招多少。我想了解广东的19个录取计划中，有无对应以上器乐种类的细分计划？其中民族器乐演奏招几个？,华南理工大学2020年艺术学院本科招生简章http://admission.scut.edu.cn/2019/1228/c17747a360339/page.htm我校音乐类专业计划采用文理综合编制的原则，不区分考生文理科类。考生在取得省专业统考合格证书（高考所在省份未组织统一考试除外）、文化考试成绩达到高考所在省艺术类同批次录取最低控制分数...[详细]
74,0,请问通过高校专项录取的考生可以在大一转专业吗,符合要求的可以
75,0,福建考生，分数622，排名5043，有机会通过高校专项计划录取贵校吗,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
76,0,请问一下贵州考生2019年二次补报的原因？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
77,0,老师，您好，福建理科考生，高考614分，排名6436，有希望被录取吗？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
78,0,老师：请问青海文科排位330位，报该校有希望吗？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
79,0,您好，我是河南考生，分数645分，位次11903，想通过国家专项计划填报贵校，请问被录取的几率大概是多少？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
80,0,北京3378名能否进贵校，如果可以能进什么专业，入校后转专业有什么要求，3+2中澳班是什么情况,我校与澳大利亚西澳大学（TheUniversityofWesternAustralia）在电力学院电气工程及其自动化、环境与能源学院环境工程及软件学院软件工程开展三个“3+2”本硕连读联合班。学生前三年在我校学习，培养计划参照我校对应专业前三年的课程模块，与西澳大学共同制定。部分核心专业课程与通识教育课...[详细]
81,0,可以的话，可以报考哪些专业,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
82,0,招生章程的录取批次里的第一批，第一段，本科批有什么不同,各省叫法
83,0,河南文科考生，623，位次1563，有希望被贵校录取吗？,http://admission.scut.edu.cn/2020/0523/c17520a378732/page.htm
84,0,您好，山东考生，物化地，644分综合排名5922名，请问报考贵校哪些专业比较有希望？,http://admission.scut.edu.cn/2020/0523/c17520a378749/page.htm
85,0,老师您好，我是一名福建考生，排名3171。1.请问我这个成绩能否有机会被贵校录取？2.能否给予我一些填报建议？3.问下贵校入学后转专业的条件。4.请问下福建招生负责人的联系方式。谢谢您！,黄老师15622134260
86,0,请问报考贵校建筑学得多少位次？,郭老师15622135443
87,0,老师您好！我是河南考生，理科，659分，报考贵校的国家专项计划有可能被录取吗？烦请给以指导！谢谢！您辛苦了！,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
88,0,西藏理科藏族考生379（其中含政策加分10分）有望考上贵校吗省位次376,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
89,0,老师好，请问色弱可以报哪些专业？谢谢！,http://admission.scut.edu.cn/2020/0701/c17543a388774/page.htm详见章程
90,0,贵校最好的专业及历年录取排名如何,华南理工大学
91,0,贵校最好的专业及历年录取排名如何,我校是华南理工大学
92,0,贵校最好的专业及历年录取排名如何,历年录取统计http://admission.scut.edu.cn/17520/list.htm
93,0,青海文科242名报考贵校的新传或者法学有优势吗？文科需要学多长时间数学？,韩老师15622158993
94,0,"我是广东理科考生，总分634,排名6899,有机会被华南理工信息工程录取吗？还有，软件学院(3+2中澳班)有机会转为平行班吗？",http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
95,0,你好老师，贵州文科629分（含10分加分）省排659，能否报考贵校新闻传播学专业？调档是否会退档？谢谢,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
96,0,上海考生，556分排位4100，入贵校的风景园林概率大吗？入校后可以转入建筑学专业吗？门槛如何？保研可保到同济吗，保研率多少？,建筑学院内专业不能互转保研20%
97,0,你好老师，贵州文科629分（含10分加分）省排659，报考贵州传播学专业，有没有希望录取,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
98,0,请问贵校在河北各专业录取名次会有变动吗?变动大吗?,覃老师15622104470
99,0,请问一下指导意见上写的“不能准确在显示器上识别红黄绿蓝紫各种颜色中任何一种颜色的数码，字母”是什么意思？,单色识别不全
100,0,老师您好，天津考生哪个位次报考？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
101,0,请问贵校在服从专业调剂的情况下，是否会有退档的情况,平行志愿批次普通类考生出档后，服从调剂且符合专业录取要求者不退档。
102,0,湖南舞蹈考生专业成绩没有达到湖南省最低控制线可以报考贵校吗,http://admission.scut.edu.cn/2019/0708/c17520a327241/page.htm
103,0,你好，黑龙江考生613分有希望报考贵校吗？,http://admission.scut.edu.cn/2020/0523/c17520a378733/page.htm
104,0,河北省考生640分国家专项可以报贵校吗？录取有希望吗,http://admission.scut.edu.cn/2019/0708/c17520a327240/page.htm
105,0,河南理科650分9653位贵校的国家专项能录取吗！谢谢！,http://admission.scut.edu.cn/2019/0708/c17520a327240/page.htm
106,0,四川理科650分，4990名，请问报考贵校概率大吗？,http://admission.scut.edu.cn/2020/0523/c17520a378753/page.htm
107,0,江西考生，排名1892，录取贵校的建筑专业概率大吗,http://admission.scut.edu.cn/2020/0523/c17520a378738/page.htm
108,0,请问开学加试美术专业需要什么水平,http://admission.scut.edu.cn/2020/0523/c17520a378738/page.htm
109,0,河南考生理科664，4878名，能入贵校吗？,http://admission.scut.edu.cn/2020/0523/c17520a378732/page.htm
110,0,您好，请问广东省理科排位20000能否报贵校化学系专业，是否会与贵校无缘,http://admission.scut.edu.cn/2019/0718/c17520a328738/page.htm
111,0,老师好！甘肃理工2247名，599分有没有可能冲击一下？,http://admission.scut.edu.cn/2020/0523/c17520a378727/page.htm
112,0,老师，请问贵校计算机专业在云南招生的排名大约是多少？,http://admission.scut.edu.cn/2020/0523/c17520a378756/page.htm
113,0,请问老师福建考生632分，排名3735名，有机会录取贵校吗？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
114,0,老师请问一下湖南舞蹈考生的最低录取分数线是多少呀,http://admission.scut.edu.cn/2019/0708/c17520a327241/page.htm
115,0,我是一名河南理科考生，641分走国家专项计划有机会进贵校吗？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
116,0,湖南省艺术生招生时分数录取分文理吗,http://admission.scut.edu.cn/2019/0708/c17520a327241/page.htm看报考指南
117,0,老师好，我总分638，省排名4500，请问可以报哪些专业？电气和计算机能报吗？谢谢,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
118,0,老师您好湖南考生653想报考贵校网络工程专业机会大吗？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
119,0,老师好！我是江西宜春考生颜瑄皓理科638分，排名2892，问：1、有机会录取贵校吗？2、本科一批专业录取是分数优先？还是志愿优先？3、优势专业及填报建议？4、入校后是否可转专业？有何条件？5、江西招生负责人联系方式？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度分数优先
120,0,综合评价拟录取名单是指达到填报贵校志愿要求，可以在提前批填报该校吗,广东省特殊类批，综合评价栏填报
121,0,老师好，能否提供华南理工各专业历年在江西的录取分数线及排位，谢谢！,http://admission.scut.edu.cn/2020/0523/c17520a378738/page.htm
122,0,河南省理科分数667，位次4082，报考本校什么专业能录取,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
123,0,我是广东考生，想报考舞蹈专业，我的综合分位次474，是不是彻底没希望了!?,http://admission.scut.edu.cn/2019/0708/c17520a327241/page.htm
124,0,请问你校2018年和2017年舞蹈专业最低录取排位是多少呢？,http://admission.scut.edu.cn/2019/0708/c17520a327241/page.htm
125,0,招生办的老师，您好，我是广东理工科考生，成绩527，服从调配，请问有机会被贵校录取吗？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
126,0,老师您好，我是河南考生，报的高校专项，初审已经通过。请问我今年高考分数640请问有希望进贵校吗？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
127,0,1.河南考生理科670分，省排名3375，报贵校的计算机类、电子信息专业有希望录取吗？2.能转专业吗？概率有多大？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
128,0,请问关于学业水平考试要求由各省招生机构公布是什么意思这个在哪能找到谢谢,咨询省招办
129,0,老师您好！我是河南理工科考生，志愿实行平行招生，如果各个方面都符合条件，专业同意调剂，投档后退档吗？敬盼回复！老师您辛苦了！,平行志愿批次普通类考生出档后，服从调剂且符合专业录取要求者不退档。
130,0,您好，本人广东文科排名2150。请问是否有希望被贵校法学院录取？,http://admission.scut.edu.cn/2019/0718/c17520a328738/page.htm
131,0,您好，本人广东省文科排名2150。请问是否有机会被贵校法学院（知识产权学院）录取？卓越法律班呢？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
132,0,甘肃省理科生，583分，报贵校贫困地区国家专项计划有希望录取吗？会退档吗？,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
133,0,强基计划生跟一般高考生比起来到底有多少好处呢？因为我本身也能上华理的数学，不知道有什么区别,华南理工大学强基计划招生问答http://admission.scut.edu.cn/2020/0511/c17748a376042/page.htm华南理工大学2020年强基计划招生简章http://admission.scut.edu.cn/2020/0506/c17748a375662/page.htm
134,0,请问老师贵校计算机科学与技术专业采用的是全英教学吗？是个例还是普遍？,如全英班就是
135,0,贵校今年在甘肃设有预科班吗,华南理工大学2020年少数民族预科班招生计划表http://admission.scut.edu.cn/2020/0701/c17543a388702/page.htm
136,0,华南理工大学综合评价招生什么时候报志愿，在哪填报？,广东省招生委员会办公室关于做好2020年普通高校招生填报志愿工作的通知 广东省教育考试院http://eea.gd.gov.cn/ptgk/content/post_3050901.html
137,0,辽宁3000名报考有没有希望？如果提档了会退档吗？转专业这一块有什么限制,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
138,0,老师您好，黑龙江省美术生，综合分499.3，今年想报考贵校有希望么？贵校第一年在黑龙江招生，没有任何参考，看招生简章没有专门介绍艺术生录取原则的，想问录取要求是什么呢？谢谢您回答，谢谢老师！😀,华南理工大学2019年艺术类高考录取分数统计http://admission.scut.edu.cn/2019/0708/c17520a327241/page.htm华南理工大学2020年设计学专业（艺术类）招生简章http://admission.scut.edu.cn/2020/0331/c17747a370215/page.htm三、录取原则1.高考文化课成绩和专业成绩均需达到省级招生考试机构划定的我校艺术类...[详细]
139,0,一、贵校今年在广东省扩招吗？二、卓越班，创新班之类的班级，分配进去的考生都是成绩排前的吗？,略有上涨高考择优录取
140,0,如果没有填最不想去的专业，有可能被调剂到医学专业吗？,我校医学类专业分数较高，未出现调剂
141,0,我是宁夏的考生，有些问题想咨询一下，有在宁夏负责招生老师的联系方式吗,020-87110737
142,0,强基计划显示审核通过是什么意思，可以去校考了吗,2020年强基计划面试入围标准公示及面试基本安排http://admission.scut.edu.cn/2020/0726/c17748a390618/page.htm
143,0,我是文科学生，排位是广东省1776名。想报的专业是法学。考虑到今年法学的热度有所上升，我担心这个排位报法学录取率是不是比较低,http://admission.scut.edu.cn/2019/0718/c17520a328738/page.htm
144,0,老师，四川理科560分，上貴校的少数民族预科班有多少可能性？去年录取分数是多少？一年后分专业时有无限制？,http://admission.scut.edu.cn/2020/0523/c17520a378738/page.htm专业录取时已定
145,0,我广东文科考生，607分1128排位，想去贵校的经济类创新班或工商管理专业，是否可行。,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
146,0,国家专项和高校专项去年的最低分数多少，今年河南645分同意调剂专业录取概率分别是多少，谢谢,http://admission.scut.edu.cn/2020/0523/c17520a378738/page.htm
147,0,经济学创新班本硕连读，是几年学制？另外，如果录到这个专业，不想读在硕士，四年可以毕业么？可以推免到其它高校读硕士么,本硕贯通培养，学制6年，因培养学制只能保研本校，中途退出回到平行班毕业。
148,0,老师，我是河北省一考生，考了664分，省3435名，能上贵校吗，可以报考的比较热门专业有什么,http://admission.scut.edu.cn/2020/0523/c17520a378731/page.htm分数不错，建议报考，可以考虑中段附近专业
149,0,学校强基计划面试名单什么时候公布？还是通知到个人？,注意关注我校招生办网站http://admission.scut.edu.cn/main.htm
150,0,老师你好：2019年黑龙江地区国家专项贫困县的录取情况，物理学类分数线,国家专项录取最低分606
151,0,贵校2020年在江西是否有提前批本科非军事类招生计划？如果有，何处可以查询？,详见所在省报考指南
152,0,请问如报考贵校艺术学院音乐表演专演，是否应在提前录取批次对应栏目填报。,各省批次不同，详见所在省报考指南
153,0,我户籍在广东但在湖南参加的高考，录取分数是按湖南分数录取还是按广东分数？,详情咨询湖南省招办
154,0,请问文科专业调剂会被调剂到传播学的2+2联合班吗？如果被调剂到这个班，是不是必须出国学习两年呢？谢谢！,1有可能2.2年后可转回平行普通班
155,0,我647，今年本一批529，填报贵校需要参考,http://admission.scut.edu.cn/2020/0523/c17520a378753/page.htm参照我校2019年分数，同时掌握两年排位对比
156,0,广西理科应届考生，634分，含5分地方加分，排名广西2251，有希望录取吗？,http://admission.scut.edu.cn/2020/0523/c17520a378728/page.htm希望较大，建议报考，注意拉开梯度
157,0,我是广东文科生，请问分数598，排名2032有可能被贵校录取吗？,建议报考http://admission.scut.edu.cn/2019/0718/c17520a328738/page.htm注意专业冷热结合填报
158,0,高考理科，分数619分，可以报考贵校吗,http://admission.scut.edu.cn/2019/0718/c17520a328738/page.htm
159,0,请问广东高考分数615，省排13000有可能被贵校录取吗？调剂到冷门也可以,http://admission.scut.edu.cn/2019/0718/c17520a328738/page.htm2019年我校录取排名在10000名附近建议冲报，不过后续院校与我校需拉开梯度填报
160,0,老师您好，我是重庆文科考生，608分，排名大概在1262-1310.请问录取概率大吗？,建议报考，拉开梯度http://admission.scut.edu.cn/2020/0523/c17520a378758/page.htm
161,0,请问河北文科排名多少可以报考贵校？,http://admission.scut.edu.cn/2020/0523/c17520a378731/page.htm
162,0,"广东9100多名,有机会录取吗?",去年我校录取排位在10000名附近http://admission.scut.edu.cn/2019/0718/c17520a328738/page.htm建议报考，希望很大
163,0,河北省中国舞专业省考155文化480有希望上吗,http://admission.scut.edu.cn/2019/0708/c17520a327241/page.htm
164,0,老师好，我想问今年贵校会在广西理科招收多少名以内？,http://admission.scut.edu.cn/2020/0523/c17520a378728/page.htm
165,0,在农招过了的情况下，需要福建编导生文化分多少分才可以被录取？,很抱歉，我校不招编导专业。
166,0,请问一下美术生录取规则和分数线,http://admission.scut.edu.cn/2020/0331/c17747a370215/page.htm
167,0,老师您好，请问贵校去年在河南省高校专项的录取分数线是多少,http://admission.scut.edu.cn/2020/0529/c17520a379341/page.htm参照去年分数排位，注意拉开梯度
