ID,标签,标题                            ,问题                                                                                 ,答案                                                                                                                                                                          ,省份 ,年份
14,0 ,宿舍                            ,你好，请问公费师范生的宿舍有没有独立卫浴？一般是几人一间?是不是上床下桌？                                              ,你好，我校珠海校区：六人间学生公寓，每层均设有公共卫浴，每间宿舍内均配有空调。学生公寓楼实行定时断网、关寝、熄灯制度。配套设施：钢架床、衣柜、书桌椅、书架以及网线接口和无线Wi-Fi。                                                                                ,贵州 ,2020
15,0 ,公费师范生                         ,您好，我想问一下广西文科，位次3996，被贵校公费师范生录取机会大吗                                                 ,你好，建议拿分来咨询。                                                                                                                                                                 ,广西 ,2020
16,0 ,河南文科                          ,569省排15522，有机会吗                                                                    ,你好，该分数差距较远，感谢关注。                                                                                                                                                            ,河南 ,2020
17,0 ,分数                            ,老师您好，广东理科612，排位14400，报提前批录取机会大吗？谢谢！                                                ,你好，我校珠海校区在广东提前批投放公费师范生，该分数有希望，建议报考；提前批未被录取，不影响本科批次录取。                                                                                                                       ,广东 ,2020
18,0 ,理科试验班                         ,老师您好，本人2020年广东理科考生，分数610省排15000，有机会进贵校的理科试验班吗？理科试验班有哪些具体的专业呢？                      ,你好，该分数可以冲一冲我校珠海校区。人文科学试验班（汉语言文学、历史学、英语）、社会科学试验班（经济学<数据科学方向>、金融学<Fintech>、人力资源管理<全球领导力方向>）、理科试验班（数学与应用数学、物理学、化学、生物科学、地理科学、心理学、系统科学与工程、数据科学与大数据技术）设...[详细]                    ,广东 ,2020
19,0 ,报考                            ,老师，您好！河北文科526分，有机会报考珠海分校吗？谢谢！                                                      ,你好，这里是北京师范大学珠海校区，2020年未在河北投放计划。                                                                                                                                             ,河北 ,2020
5 ,0 ,您好，一年后可以调整专业吗？                ,您好！如果服从调剂被录取到不太喜欢的专业，一年后可以调剂吗？                                                     ,你好，我校珠海校区2020年未在河北招生。普通类学生可以申请调整，我校大一下、大二下均提供专业选择机会；公费师范生在师范专业内部调整，最后需省教育厅同意。                                                                                               ,河北 ,2020
6 ,0 ,分数                            ,请问湖南排名一万二有希望上贵校吗                                                                   ,"你好，建议拿分咨询，湖南高考已出分，具体可拨打北京师范大学本科招生咨询热线010-58807962（面向北京校区、珠海校区），从7月13日起至8月2日（周末不休），每天8:00-11:30,14:00-17:30，其中高考志愿填报集中时段（7月23日-29日）加开晚上时段18:00-21:00；多部电话连选，为全国考生、家长...[详细]",湖南 ,2020
7 ,0 ,你好，去年免费师范生的排位大约是多少？           ,你好，广东考生理科排位六万一，报考贵校免费师范生中的生物或者化学有希望吗？                                              ,你好，建议拿分来咨询，每年报考情况有变，建议参考当年分数。                                                                                                                                               ,广东 ,2020
8 ,0 ,广东文科5900名                     ,广东文科5900名，报考贵校有没有希望？                                                               ,你好，建议拿分来咨询。北京师范大学珠海校区，是北京师范大学建设“综合性、研究型、教师教育领先的中国特色世界一流大学”的重要组成部分，是按照学校“一体两翼”办学格局和“高标准、新机制、国际化”原则打造的，与北京校区同一水平的南方校区。北京校区、珠海校区将形成各有侧重、优势...[详细]                              ,广东 ,2020
9 ,0 ,你好                            ,我是广东的考生，总分：527，省排：24866，可以去北师大的珠海校区吗？                                              ,你好，该分数距离较远，感谢关注。                                                                                                                                                            ,广东 ,2020
10,0 ,志愿咨询                          ,您好，我是广东理科612，排14283名，请问可以报北师大珠海校区吗？                                                ,你好，该分数有希望，可以冲一冲我校珠海校区！                                                                                                                                                      ,广东 ,2020
11,0 ,招生                            ,老师您好，湖南文科606，省排名3046，有机会通过国家专项计划被录取吗？                                              ,你好，该分数建议报考！                                                                                                                                                                 ,湖南 ,2020
12,0 ,广东考生                          ,这和北京师范大学珠海分校有什么区别呢                                                                 ,你好，北京师范大学珠海校区作为北京师范大学的有机组成部分，将按照与校本部同水平、同标准办学，立足粤港澳大湾区，服务国家重大发展战略，服务广东创新驱动发展战略，促进北京师范大学“双一流”建设。在人才培养上，珠海校区将充分发挥和彰显北京师范大学教师教育优势与特色，为国家培养...[详细]                              ,广东 ,2020
13,0 ,分数                            ,您好，广东文科578分，排名5100左右报考贵校有希望吗                                                       ,你好，该分数可以冲一冲，我校珠海校区在广东提前批、本科批次均投放计划。                                                                                                                                         ,广东 ,2020
14,0 ,地址                            ,您好，请问珠海校区使用的是珠海分校的地址吗？会新建实验楼，图书馆吗？                                                 ,你好，目前两所学校处于同一校址；已建有新图书馆。北京师范大学珠海校区，是北京师范大学建设“综合性、研究型、教师教育领先的中国特色世界一流大学”的重要组成部分，是按照学校“一体两翼”办学格局和“高标准、新机制、国际化”原则打造的，与北京校区同一水平的南方校区。北京校区、珠...[详细]                              ,湖南 ,2020
15,0 ,招生                            ,你好，贵校在2024年终止办学，如果进去读的话会不会中途没有书读了呢？                                                ,你好，您说的是珠海分校，不是北京师范大学（珠海校区）。                                                                                                                                                 ,广东 ,2020
16,0 ,分数，专业                         ,1.请问福建理科620，省排5500+报考贵校理科试验班把握大吗？2.贵校的理科试验班大概什么时候进行专业分流？3.贵校有放开转专业吗？               ,你好，该分数报考我校珠海校区比较有把握，我校珠海校区人文科学试验班（汉语言文学、历史学、英语）、社会科学试验班（经济学<数据科学方向>、金融学<Fintech>、人力资源管理<全球领导力方向>）、理科试验班（数学与应用数学、物理学、化学、生物科学、地理科学、心理学、系统科学与工程、数据科学...[详细]                    ,福建 ,2020
17,0 ,广东理科生                         ,您好，广东理科考生542分，排位62526，是否有希望被贵校录取？谢谢！                                               ,你好，该分数差距较大，感谢关注。                                                                                                                                                            ,广东 ,2020
18,0 ,河南省理科考生641分，省内排名13884名能录取吗？   ,河南省理科考生641分，省内排名13884名能录取吗？                                                        ,你好，该分数有较大把握报考我校珠海校区，选择意向专业，欢迎报考！                                                                                                                                            ,河南 ,2020
19,0 ,北京师范大学（株海校区）                  ,"您好，广东考生理科531，排名73040，请问能被贵校一本录取吗？服从专业调剂,谢谢！"                                      ,你好，该分数距离我校珠海校区较远，可能性不大，感谢关注。                                                                                                                                                ,广东 ,2020
5 ,0 ,志远计划                          ,志远计划如何报取                                                                           ,你好，我校“志远计划”为定向就业招生计划，在提前批次，单列招生计划、单设投档单位录取。在高考志愿填报时，有意愿的考生需填报北京师范大学（珠海校区）定向就业师范生院校和专业志愿。具体详见我校志远计划招生简章（  https://admission.bnu.edu.cn/zsxx/96815.html）志远计划欢迎拨打我...[详细]      ,云南 ,2020
6 ,0 ,河南                            ,老师您好，河南文科528分，省内排名40500您看能报贵校吗？录取可能性大吗？                                            ,你好，该分数距离我校较远，可能性不大，感谢关注。                                                                                                                                                    ,河南 ,2020
7 ,0 ,招生                            ,请问今年在内蒙古有招生计划吗？                                                                    ,你好，我校珠海校区今年未在内蒙古投放计划。                                                                                                                                                       ,内蒙古,2020
8 ,0 ,录取                            ,毕业证上的是给的名字与北师大不同吗                                                                  ,你好，我校珠海校区毕业生应教育部要求注明培养校区，但盖的章是北京师范大学的公章。欢迎关注北京师范大学（珠海校区）！                                                                                                                   ,内蒙古,2020
9 ,0 ,分数线                           ,广东省考生分数608排名16000左右可以选择吗                                                           ,你好，我校珠海校区在广东提前批投放公费师范生，本科批次投放普通类学生；该分数可以冲一冲。                                                                                                                                ,广东 ,2020
10,0 ,分数                            ,老师您好，广东文科563，有机会报提前批吗，谢谢                                                           ,你好，该分数距离较远，感谢关注。                                                                                                                                                            ,广东 ,2020
11,0 ,报考                            ,请问在湖南省排名19000可以报考贵校吗？                                                              ,"你好，建议具体拿分咨询，湖南高考已出分，具体可拨打北京师范大学本科招生咨询热线010-58807962（面向北京校区、珠海校区），从7月13日起至8月2日（周末不休），每天8:00-11:30,14:00-17:30，其中高考志愿填报集中时段（7月23日-29日）加开晚上时段18:00-21:00；多部电话连选，为全国考生、...[详细]",湖南 ,2020
12,0 ,统考合格                          ,你好我美术类总分426，术科差几分过本科线，请问学校是否有统考合格类招生计划，可以报考吗                                       ,你好，我校美术学未在广东投放计划。                                                                                                                                                           ,广东 ,2020
13,0 ,分数                            ,你好，请问广东理科594可以报考吗                                                                  ,你好，该分数本科批次报考珠海校区可能希望不大；可考虑提前批公费师范生，未被录取也不影响本科批次录取。                                                                                                                          ,广东 ,2020
14,0 ,在职读研                          ,请问如果报考了贵校的公费师范生毕业后从事教育工作可以在职读研吗                                                    ,符合条件的公费师范生毕业可免试攻读非全日制教育硕士专业学位。毕业生到中小学任教满一学期后，均可个人申请，经任教学校考核合格并批准，培养高校根据任教学校考核结果、本科学习成绩，综合考核后录取。攻读非全日制教育硕士专业学位的公费师范生修满规定课程学分，通过论文答辩，经学校学...[详细]                              ,河南 ,2020
15,0 ,分数                            ,您好，我今年的广东省理科考生，高考分数599，排名两万名，请问有机会冲击贵校的理科实验班吗？感谢您。                                 ,你好，该分数报考珠海校区理科试验班可能希望不大。                                                                                                                                                    ,广东 ,2020
16,0 ,录取咨询                          ,2020年湖南文科615分省排名2000左右冲刺贵校有希望吗                                                     ,你好，可以报考北京师范大学（珠海校区），大胆填报，服从调剂。                                                                                                                                              ,湖南 ,2020
17,0 ,分数线                           ,请问今年贵校的两个校区的投档线预计是多少呢？（广东省文理均可提供）                                                  ,"你好，建议拿分咨询，具体可拨打北京师范大学本科招生咨询热线010-58807962（面向北京校区、珠海校区），从7月13日起至8月2日（周末不休），每天8:00-11:30,14:00-17:30，其中高考志愿填报集中时段（7月23日-29日）加开晚上时段18:00-21:00；多部电话连选，为全国考生、家长提供电话咨询服务...[详细]",广东 ,2020
18,0 ,分数                            ,您好，广东省文科分数607，排位1162有机会进入贵校公费师范生吗？                                                 ,你好，建议大胆填报，欢迎报考北京师范大学（珠海校区）！                                                                                                                                                 ,广东 ,2020
19,0 ,分数线                           ,您好，请问今年的分数线会暴涨吗？湖南文科排名2600左右有希望吗?                                                  ,"你好，欢迎关注北京师范大学（珠海校区），湖南高考已出分，具体可拨打北京师范大学本科招生咨询热线010-58807962（面向北京校区、珠海校区），从7月13日起至8月2日（周末不休），每天8:00-11:30,14:00-17:30，其中高考志愿填报集中时段（7月23日-29日）加开晚上时段18:00-21:00；多部电话连...[详细]",湖南 ,2020
5 ,0 ,提前批                           ,贵校在提前批录取的师范专业入学后是否需要签订协议，该批次录取的入学后可否申请转专业。                                         ,你好，我校珠海校区在广东提前批投放公费师范生，公费师范生需签协议，会随录取通知书一并寄到。入校后可申请在师范生专业内转专业，是否成功最后需看广东省教育厅是否同意。                                                                                           ,广东 ,2020
6 ,0 ,分数                            ,理科474能冲吗？                                                                          ,你好，该分数距离我校珠海校区录取分数较远，欢迎关注北京师范大学（珠海校区）！                                                                                                                                      ,广东 ,2020
7 ,0 ,珠海校区                          ,请问贵校珠海校区今年在辽宁有招生计划吗？                                                               ,你好，我校珠海校区2020年未在辽宁投放计划。                                                                                                                                                     ,辽宁 ,2020
8 ,0 ,招生计划                          ,请问贵校在河北有文史类招生计划吗，谢谢                                                                ,你好，我校珠海校区2020年未在河北投放计划。                                                                                                                                                     ,河北 ,2020
9 ,0 ,录取                            ,请问，2020广东文科545有机会被录取吗？                                                             ,你好，该分数距离我校珠海校区录取分数较远，欢迎关注北京师范大学（珠海校区）！                                                                                                                                      ,广东 ,2020
10,0 ,广东考生理科531排名63042可以选择吗？        ,广东考生理科531排名63042可以选择吗？                                                             ,你好，该分数距离我校珠海校区录取分数较远，欢迎关注北京师范大学（珠海校区）！                                                                                                                                      ,广东 ,2020
11,0 ,舞蹈招生计划                        ,请问贵校今年在四川有舞蹈专业招生计划吗？                                                               ,你好，我校珠海校区今年未在四川有舞蹈专业计划。                                                                                                                                                     ,四川 ,2020
12,0 ,河北招生                          ,您好，请问今年贵校在河北由招生计划吗？                                                                ,你好，我校珠海校区今年未在河北投放计划。                                                                                                                                                        ,河北 ,2020
13,0 ,2020年北京师范大学珠海校区在安徽招生吗         ,2020年北京师范大学珠海校区在安徽招生吗                                                              ,你好，我校珠海校区在安徽有投放招生计划，可关注我校本科招生网（https://admission.bnu.edu.cn）“招生计划历年分数”版块，或是关注我校“北京师范大学本科招生办”微信公众号，后台回复“安徽”即可获取。另外安徽已出分，具体可拨打北京师范大学本科招生咨询热线010-58807962（面向北京...[详细]          ,安徽 ,2020
14,0 ,分数                            ,403可以冲下吗？                                                                          ,你好，高考分数距离我校两校区录取分数较远，不建议报考，欢迎关注北京师范大学。                                                                                                                                      ,广东 ,2020
15,0 ,2020在重庆招生计划                   ,请问贵校2020在重庆招生计划是少数民族照顾分会用到分专业上吗                                                    ,你好，北京师范大学2020年招生计划已出，可关注我校本科招生网（https://admission.bnu.edu.cn）“招生计划历年分数”版块，或是关注我校“北京师范大学本科招生办”微信公众号，后台回复“重庆”即可获取。专业录取时遵循分数优先原则，依据进档考生的高考成绩（文化课成绩，不含政策性加分...[详细]              ,重庆 ,2020
16,0 ,请问，2020年贵校在广东招文科生多少人？         ,请问，2020年贵校在广东招文科生多少人？                                                              ,你好，北京师范大学2020年招生计划已出，可关注我校本科招生网（https://admission.bnu.edu.cn）“招生计划历年分数”版块，或是关注我校“北京师范大学本科招生办”微信公众号，后台回复“广东”即可获取。                                                            ,广东 ,2020
17,0 ,提前批                           ,北京师范大学珠海校区2020年在广西招收提前批吗？提前批的投档分数是不是低于北京校区的呢？那么投档分数是多少呢？                           ,"你好，广西高考已出分，具体可拨打北京师范大学本科招生咨询热线010-58807962（面向北京校区、珠海校区），从7月13日起至8月2日（周末不休），每天8:00-11:30,14:00-17:30，其中高考志愿填报集中时段（7月23日-29日）加开晚上时段18:00-21:00；多部电话连选，为全国考生、家长提供电话咨询服...[详细]",广西 ,2020
18,0 ,请问北京师范大学珠海分校和北京师范大学珠海校区，校址在同一个,请问北京师范大学珠海校区和北京师范大学珠海分校，他们的校址在同一个地方吗                                               ,你好，目前是在一个校园里面，但是两所不同的学校。                                                                                                                                                    ,四川 ,2020
19,0 ,专项计划                          ,北京师范大学（珠海校区）高校专项计划的国家公费师范生，广东考生可以报吗？是不是有编制包分配的？是分到原户籍？                             ,你好，我校高校专项计划需提前报名，现已报名结束。具体可看简章（ https://admission.bnu.edu.cn/tslx/zzzs/95168.html ）                                                                                         ,广东 ,2020
0 ,0 ,公办还是民办且为什么在阳光高考公示的2020年高校名单里没有,为什么在阳光高考公示的2020年高校名单里没有该校？                                                         ,学校办学格局为“一体两翼”，北京师范大学（北京校区）的本科院校招生代码为10027，北京师范大学（珠海校区）的本科院校招生代码为19027，考生填报志愿时分别填报，分别录取。对在规定年限内达到所在专业毕业要求的本科生，颁发北京师范大学本科毕业证书，毕业证书注明培养校区；对符合北京...[详细]                         ,江西 ,2020
1 ,0 ,专业极差                          ,请问贵校存在专业极差吗？                                                                       ,你好，我校专业录取遵循分数优先原则，依据进档考生的高考成绩（文化课成绩，不含政策性加分）和专业志愿安排考生专业录取，各专业志愿之间无分数级差。                                                                                                     ,广东 ,2020
