ID,标签,问题,答案
23,0,您好我是西藏自治区高考596排名163，报名国家专项的生物医学工程，去年你们在西藏的招收排名是多少啊,http://admission.sysu.edu.cn/zs01/zs01c/fs02/1390307.htm可参考我校历年录取分数，欢迎填报我校
24,0,请问大学转专业对绩点，排名，，人数比例等要求,每个院系要求不同，每学年的第二学期会发布通知。
25,0,老师你好，我想问一下强基计划入围了之后，那个准考证什么时候会出来,请关注招生本科招生网的公告
26,0,老师您好，我是历史类考生，若是报中大的专业的话我想问，比如经管类中包含往年招得非常高的经济学类和相对冷门的旅游管理类，那我这个分数可以够到往年的旅游管理类但是却够不到经济学类，这样的话报经管类风险高吗,平行志愿，可大胆填报。
27,0,请问数学类(数学实验班，分流专业详见招生官网)(数学与应用数学)对视力有要求么,没有
28,0,1.请问有设置专业级差吗2.请问新高考无调剂是否会有因除体检以外的原因提档后被退档,我校在各省实施满足考生专业志愿的政策。具体为：零调剂、认加分、无级差、不退档。考生报满不重复的专业志愿不会调剂到未报考的志愿、我校认可各省对考生的加分、专业录取无级差分、政审和体检合格不退档。
29,0,我是广西考生，我报民族班只有海洋科学这一块，我能以后转专业到经济学类去嘛,大二下学期可以申请转专业。
30,0,理科超出一本线43分可以冲中大吗？谢谢！,中大招生微信小程序可查询吉林历年录取分数和吉林招生组招宣形成、联系方式。
31,0,我是新疆单列类（选考民族语文）的考生，能报考贵校吗？328分超一本线24分全疆排名994,能。http://admission.sysu.edu.cn/zs01/zs01c/fs03/1390308.htm中大本科招生网可查询理念民族班录取分数，也可以查询分省招生计划。
32,0,您好，我是河南理科考生，今年649分，省排4630，请问有把握冲击本校吗？,”中大招生“微信小程序，可查询今年招生计划、历年录取分数、河南招生组招宣行程和联系方式，可深入咨询。
33,0,是否招海南少数民族班？479能上贵校吗？,招收。民族班学生高考成绩需达到我校在海南普通本科批次投档分数线下40分以内。
34,0,河南理科631.9815名，服从调剂，能报你们学校吗,”中大招生“微信小程序，可查询今年招生计划、历年录取分数、河南招生组招宣行程和联系方式，可深入咨询。
35,0,老师您好，请问广西区文科位次430能否有机会被贵校录取,”中大招生“微信小程序，可查询今年招生计划、历年录取分数、广西招生组招宣行程和联系方式，可深入咨询。
36,0,请问河南理科652分，排名4022，可以在贵校报考什么专业?,”中大招生“微信小程序，可查询今年招生计划、历年录取分数、河南招生组招宣行程和联系方式，可深入咨询。
37,0,麻烦问下什么时候能通知我高水平运动队是否录取,获得我校高水平运动队资格考生请按照各省招办要求填报志愿。我校将根据各省投档情况进行录取。
38,0,请问一下湖南理工科616分六千多名，通过了贵校的高校专项初审，在特殊志愿批填报贵校的高校专项有望被录取吗？,获得我校高校专项入选资格考生须按照各省级招生考试机构有关规定填报我校高考志愿，我校按公布的分省计划，按投档考生高考成绩从高到低录取。
39,0,录取到中山大学后，不管是什么专业，到第二年了，学生要是想转专业都可以申请转的吗、,按跨院系大类招生和培养的，一年级结束后分流进入相应院系专业培养。进入院系后，每学年第二学期均可再根据学生兴趣和未来职业选择申请转专业。按院系专业招生和培养的，每学年第二学期均可根据学生兴趣和未来职业选择申请转专业。
40,0,西藏汉族理科考生，得分640，排名50多，国家专项能被贵校录取吗？,http://admission.sysu.edu.cn/zs01/zs01c/fs02/1390307.htm中大本科招生网可查看历年国家专项录取分数，你的分数很高，非常欢迎报考。除了国家专项，你也可以报考我校普通批次专业。”中大招生“微信小程序，可查询今年招生计划、历年录取分数。
41,0,河南高校专项理科分数线,获得我校高校专项资格，且高考成绩达到一本线，就可以填报我校高校专项计划志愿。我校将按照公布的分省专业计划，按投档考生成绩从高到低录取。
42,0,宁夏考生文科578，有希望报考贵校吗？,”中大招生“微信小程序，可查询今年招生计划、历年录取分数、宁夏招生组招宣行程和联系方式，可深入咨询。
43,0,请问贵校存在退档处理吗？,我校在各省实施满足考生专业志愿的政策。具体为：零调剂、认加分、无级差、不退档。考生报满不重复的专业志愿不会调剂到未报考的志愿、我校认可各省对考生的加分、专业录取无级差分、政审和体检合格不退档。
44,0,如果被调剂到外语专业，因为没有基础而校测不合格会退档吗？,不会。我校外语专业为零起点班。
45,0,请问中山大学有开始马克思主义理论专业吗？如果有，本人是广东物理考生，无法报该专业，可以先选择别的专业，之后再转吗？转专业有什么要求吗？转完了要重修课程吗？,我校本科招生没有马克思主义理论专业，会在大一学生中选拔学生就读。
46,0,山西考生理科624分1874名有可能能被什么专业录取，,可查询“中大招生”本科招生网，上面有今年招生计划，历年录取分数，山西招生组联系方式和招宣行程，进入深入咨询。
47,0,会有侧重点或发展方向的差别吗？,本科阶段培养方案类似，研究生的方向会有侧重
48,0,贵校今年在内蒙古的国家专项计划（本科提前B）只有海洋科学类，入学后可以转专业吗,可以申请转专业
49,0,有无适合专业，进了能转专业吗,可查看“中大招生”小程序，上面有浙江省招生计划、历年录取分数、浙江招生组联系方式和招宣行程，可深入咨询。我校可自由申请转专业。
50,0,请问安徽考生被录取之后可以在贵校转口腔医学专业吗？,专业分流与转专业：最大程度满足学生个性化发展需求。按跨院系大类招生和培养的，一年级结束后分流进入相应院系专业培养。进入院系后，每学年第二学期均可再根据学生兴趣和未来职业选择申请转专业。按院系专业招生和培养的，每学年第二学期均可根据学生兴趣和未来职业选择申请转专业。
51,0,请问去年在四川招考的“口腔医学（5+3一体化）”专业，今年为什么没有看到呢,我校2021年实行大类招生，口腔医学（5+3一体化）属于临床医学类（广州，医学实验班）的分流专业，不在大一直接招生。
52,0,请问贵校的高校专项最终入选资格是否只需要过一本线即可？,一本线上的考生，按投档成绩按招生计划择优录取
53,0,湖南考生，选科为物理化学生物，总分627，排名4343，有机会通过贵校国家专项被录取吗,http://admission.sysu.edu.cn/zs01/zs01c/fs02/1390307.htm可查看历年国家专项录取分数。欢迎报考
54,0,高校专项未被贵校录取会影响后续录取吗能看到往年贵校高校专项录取最低分数吗,我校高校专项2021年第一年实行分省分专业计划，暂无往年录取分数
55,0,口腔医学和临床医学包括在高校专项里面吗,没有
56,0,卓越人才计划是什么？有什么具体要求？,卓业人才计划是培养计划。
57,0,请问贵校数学系对高考数学分数有单独要求么,没有
58,0,"江西,理工2988名,能冲贵校？",可查询中大招生小程序，上面有历年录取分数和江西招生组联系方式和招宣行程。
59,0,请问贵校支持其他大类学生转专业转入医学类吗？,临床医学不接受转专业
60,0,老师，我是内蒙古文科考生，高考成绩587，自治区排名810，能否报考贵校？,可查询中大招生小程序，上面有历年录取分数和内蒙古招生组联系方式和招宣行程。
61,0,湖南省物理641分，2068名，有机会填报贵校的临床医学吗。,可查询中大招生小程序，上面有历年录取分数，湖南招生组联系方式和招宣行程。
62,0,我高校专项报了贵校初审也已通过且过了本省一本线但却未在贵校高校专项入选名单中，请问这种情况是否已经不能报贵校了？,中山大学2021年高校专项计划入选资格名单公示http://admission.sysu.edu.cn/zs01a/1389902.htm
63,0,高校专项计划包含专业，是否包含软件工程?,http://admission.sysu.edu.cn/zs01/zs01b/1391339.htm我校高校专项计划分省分专业计划已公布
64,0,在2021年招生目录上查到，中山大学专业组203的特征要求;不招色盲色弱。请问专业组202和204有无特征要求？如有色盲色弱（但在日常生活中能分辨各种色彩，包括红绿灯等）或深度近视的，能否报专业组202或专业组204？,202和204不限
65,0,河南省位次5586有没有希望报考贵校计算机专业？,可查询“中大招生”小程序，上面有今年计划，历年录取分数，河南招生组行程和联系方式
66,0,请问今年中山大学物理专业是扩招了吗，物理专业的校区是不是都搬去了广州？,我校2021年是实行大类招生，大一新生全部在广州校区南校园培养，招生变化可查询http://admission.sysu.edu.cn/zs01a/1390552.htm
67,0,您好，请问对于获得该校高校专项计划资格的考生未过一本线，那么高校专项计划是否可以继续发挥作用？还是说考生可以自由填报高校？,未过一本线则不予录取
68,0,请问中山大学大类招生（想学临床医学）如果学习临床医学需要在系里边多少名,高考高分有保障，大一刻苦能逆袭。最关键是看学生是否品学兼优、德智体美劳全面发展。具体为：高考成绩位于大类内本省前15%且学业成绩在大类内前50%的学生可在大类内任选专业；学业成绩在大类内前15%的学生可在大类内任选专业。其他学生按大一学业成绩进行专业分流。外国语言文学类专业入校后...[详细]
69,0,请问眼睛一眼度数在300度，一眼度数在500度，视力这样校正后在1.0。请问可以报考生物医学工程专业吗？,可以
70,0,若志愿填报了某个专业且成功投档，服从调剂的情况下有没有可能退档,政审、体检合格，服从调剂不退档
71,0,湖南考生，623分，全省5088名，可以填报贵校什么专业？麻烦给个参考。能够冲击一下搏一搏的专业也可告知一下。,可用“中大招生”小程序查询我校湖南历年录取分数、湖南招生组宣传形成和联系电话，进行深入咨询。平行志愿之下，欢迎填报。
72,0,那我还需要打电话确认一下收到没，你们招办的电话一直打不通，没人接,如果没有收到会联系你的，放心
73,0,我问下我把成绩电子版发到你们学校邮箱了，还用传真一份吗，我看招生简章上写的需要传真，早上我接了你们的电话不用，发电子版就行，我想再确定一下,发了邮箱就可以，不用再传真。
74,0,我的意思是不如果我没有获得正选资格，影响我报别的有正选资格的高水平大学不,只要不填志愿，就不可能录取
75,0,您好！中山大学（农学）招生相关信息怎么查？,中山大学2021年实行大类招生，农学属于“生物医学工程类”，在国家专项和高校专项招生。可用“中大招生”小程序查询我校2021年江西招生计划、江西历年录取分数、江西招生组宣传形成和联系电话，进行深入咨询。
76,0,您好！中山大学（农学）招生信息哪有？,中山大学2021年实行大类招生，农学属于“生物医学工程类”，在国家专项和高校专项招生。可用“中大招生”小程序查询我校2021年江西招生计划、江西历年录取分数、江西招生组宣传形成和联系电话，进行深入咨询。
77,0,您好，请问云南理科616分位次4306可以报贵校软件工程专业吗？,我2021年实行大类招生，可用“中大招生”小程序查询我校分省招生计划、云南历年录取分数、云南招生组宣传形程和联系电话，进行深入咨询。平行志愿之下，欢迎填报。
78,0,如果不录取，不影响我报别的高水平大学吧,获得我校资格考生，须根据各省志愿填报要求填报我校，才能被录取。
79,0,物理8200能进贵校吗，没报化学,可用“中大招生”小程序查询我校广东历年录取分数、广东招生组宣传形成和联系电话，进行深入咨询。平行志愿之下，欢迎填报。
80,0,，,我校2021年没有提前批招生
81,0,您好，我是来自贵州的一名考生，高考今年位次321，能报考进入贵校吗，有幸进入后能进入法学或者经济类的专业吗,可用“中大招生”小程序查询我校贵州历年录取分数、贵州招生组宣传形成和联系电话，进行深入咨询。平行志愿之下，欢迎大胆填报我校。
82,0,2021年基础医学强基计划在江西的入围分数线是多少,6月26日前，我校依据确认报考考生高考成绩（不含任何政策加分），在已确认报考的学生中，按分省分专业招生计划数的6倍确定各省入围考核考生名单（同分考生按排位比较）并公示入围标准。
83,0,我是河南理科考生考了640位次6896有没有希望被贵校临床医学专业录取？,我校2021年实行大类招生，历年录取分数可查询“中大招生”小程序，同时也查看我校河南招生组联系方式和招宣行程进行深入咨询。
84,0,请问贵校在录取高校专项考生是承认政策性加分吗？,承认
85,0,四川理科1500名请问报贵校经济学类很稳吗？这个成绩是在前50％吗,我校历年录取分数清查询“中大招生”小程序，同时在小程序可查询四川招生组的联系方式和招宣行程，可深入咨询。
86,0,我是云南理科生，省排3283，有贵校高校专项资格，若报考贵校，可被录取吗？,我校根据公布的云南省高校专项分省专业计划，按照进档考生投档成绩从高到低录取。欢迎填报我校。
87,0,运动员备选资格考生什么时候能接到通知是否被录取，如果没被录取，是否影响我报别的高水平大学,我校会尽快电话通知是否获得正选资格。请耐心等候。
88,0,是不是一定要选物理、化学和生物才能报考口腔医学专业？,我校2021年实行大类招生，按“临床医学类”招生，口腔医学是分流专业，详见中山大学2021年招生大类及分流专业http://admission.sysu.edu.cn/zs01a/1390482.htm。“临床医学类”招生选考科目是首选物理，再选化学和生物。
89,0,四川文科省排名2478有机会吗,我校历年在四川录取分数和排位可查看“中大招生”微信小程序。
90,0,老师您好！我是陕西文科生，有国家专项，分数615，省排676，请问有机会进贵校吗？,我校2020年国家专项录取分数可以查看：中山大学本科招生网。录取问题可咨询我校陕西招生组，QQ群号972838292
91,0,老师好，请问在哪里可以查看贵校的四个专业组，以及对应的大类？还有相关的选课要求？,可查看“中大本科招生网”或“中大招生小程序”或广东省招生专业目录
92,0,请问既往病史青斑样血管炎，症状脚部皮肤损伤，对入读贵校有影响吗？,专业录取以《普通高等学校招生体检工作指导意见》为依据。
93,0,甘肃省文科考生排名1234名可以报考贵校吗,你好，我校历年录取分数请看“中大招生”小程序。
94,0,四川理科658，位次2350，想进贵校软件工程专业有把握吗？,我校2021年实行大类招生，在四川的具体招生专业请查看“中山大学本科招生网”或“中大招生”小程序，近三年录取分数也可查看小程序。另外小程序上有我校四川招生组老师在四川的招宣行程，可直接前往或电话咨询，也可加入QQ。“中大招生”小程序均有以上信息可供查询。
95,0,老师，请问贵学校哪些专业适合色弱读？专业名称太多了，《普通高等学校招生体检工作指导意见》里很多专业看不太懂。谢谢！,我校2021年在湖北省招生专业请查看“中山大学本科招生网”或“中大招生小程序”。目前只有临床医学相关专业和生物医学工程类受限。
96,0,云南省609分，位次5459有希望被贵校录取吗,请使用“中大招生”小程序查看我校云南省历年录取分数，也可以点击“宣传行程”，查看我校云南招生组老师在云南的招宣行程和手机号码进行咨询。
97,0,老师好，请问贵校是否存在院校专业组，一个大类等同于一个专业志愿具体是什么意思呢，难道是在广东省的志愿填报中只填大类，后面的6个具体专业不用填的意思吗？,我校在广东设置四个专业组，按选考科目不同区分。按照广东省志愿填报规则，专业组内可以填报6个专业，即我校的大类。
98,0,报了专业之后才发现身体条件不允许但是填了遵循调剂，最后是直接退档还是志愿调剂另外今年中大的化学大类有什么专业招生，管理类有什么专业招生,我校2021年分省分专业招生计划已公布，可查询中大本科招生网或“中大招生”小程序。2021年我校在广东招生专业，只有临床医学类相关专业、生物医学工程类色盲色弱受限，其他专业不受限。
99,0,老师好，请问大一的第二个学期可以转专业吗？转专业需要满足什么条件呢？转专业难度大吗？,专业分流与转专业：最大程度满足学生个性化发展需求。按跨院系大类招生和培养的，一年级结束后分流进入相应院系专业培养。进入院系后，每学年第二学期均可再根据学生兴趣和未来职业选择申请转专业。按院系专业招生和培养的，每学年第二学期均可根据学生兴趣和未来职业选择申请转专业。
100,0,尊敬的中大招生老师您好！根据之前广东教育考试院提供的信息和资料“选科物理”，和中大往年的招生政策“理科生”是可以报考中大的中国语言文学系、法学院、哲学系、传播与设计学院的，但从近期中大公布的大类招生政策，只有选科历史才有资格报考以上专业或学院。因为高考已选科了物理，这种...[详细],2019年专业目录包含高校拟在全国各省招生的所有专业，2021年高校可根据实际安排在某省投放的专业、科类和计划，确定投放历史类或物理类，具体详见考试院即将下发的2021年全国在粤招生高校专业目录。专业分流后，学生可于大二下学期申请转专业，不限制文理科。
101,0,浙江考生选考化学，生物，历史，如果被贵校预防医学，生物科学录取以后可以转法医学吗,我校2021年实行大类招生，请登录中大本科招生网、中大招生小程序或浙江省考试院出版的招生目录。不存在你描述的专业。法医学在“临床医学类（广州，医学实验班）”，可直接报考。
102,0,外国语言文学类接受物理考生报考吗（之前3+1+2选专业时不限物理或历史）,2019年专业目录包含高校拟在全国各省招生的所有专业，2021年高校可根据实际安排在某省投放的专业、科类和计划，确定投放历史类或物理类，具体详见我校分布的分省分专业计划，在中大本科招生网和中大招生小程序都可以查看。
103,0,中大是按大类招生，这与报志愿的选专业组和专业冲突吗？能不能具体说明一下？,中山大学2021年分省分专业计划已公布于中大本科招生网和“中大招生”小程序。填报志愿阶段，考生只需关注投放的大类专业，一个大类等同于一个专业志愿。
104,0,中大今年实行大类招生并定于大一下学期分流到具体专业，但目前的招生计划只公布大类的计划总数，没有公布下一步拟分流各具体专业的具体计划（数额），这在一定程度上降低了透明度，不利于考生对今后分流去向进行评估判断。请问可否在招生过程中对上述拟分流具体专业的计划数额进行明确并公布...[详细],目前做大类招生的高校，都没有在大一招生时公布分流专业的计划的，都属于在进行分流时向大一的学生公布。目前我校的大类分流专业，如临床医学，基本都能满足80%的学生分流至临床医学或者口腔医学。考生大可不必担心。
105,0,请问今年高校专项不用复试的话要怎样选拔呢？章程里说是根据学校官网公布的招生方式，学校官网还没发布，可以具体说一下怎样选拔吗？,我校高校专项计划分省分专业计划已公布于中大本科招生网：http://admission.sysu.edu.cn/zs01/zs01b/1391339.htm。我校根据招生章程和招生简章公布的录取规则，依据公布的分省分专业招生计划，按照考生高考成绩进行录取。录取分数原则上不低于一本录取控制分数线，对于合并本科批次的省份，“...[详细]
106,0,贵校有什么专业不接受转入吗？,临床医学专业因为课程的特殊性，不接受转入。
107,0,贵校转专业有什么条件？被调剂录取了能转吗？其他专业能不能转入医学专业？护理类能转临床医学吗？,专业分流与转专业：最大程度满足学生个性化发展需求。按跨院系大类招生和培养的，一年级结束后分流进入相应院系专业培养。进入院系后，每学年第二学期均可再根据学生兴趣和未来职业选择申请转专业。按院系专业招生和培养的，每学年第二学期均可根据学生兴趣和未来职业选择申请转专业。被调剂...[详细]
108,0,请问贵校今年在海南招生的各专业对色弱有无限制，若有是哪些？若提档会不会因色弱可能退档（服从调剂）？,专业录取时以《普通高等学校招生体检工作指导意见》为依据，考生可查看。只要考生填满不重复的志愿，不会调剂到没有报考的志愿，不会退档。服从调剂不会退档。
109,0,专业认不认民族加分,学校调档时认可各省（区、市）招生主管部门根据教育部相关政策给予考生的政策性加分；同一考生如有多项政策性加分，只取其中最高一项分值，且原则上加分不得超过20分。所有高考加分项目及分值不适用于安排不分省计划的高水平运动队招生。
110,0,河北考生建议报吗？,欢迎报考！
111,0,接前面问题，我咨询的是再选科目：化学和生物，两科都要选，如：物理+化学+生物，还是只选一科，如：物理+化学，物理+生物。谢谢,就是物理科类的同学必须同时再选化学和生物，等同于物理+化学+生物。
112,0,我们是3+1+2福建考生，21年临床医学物理类招生再选科目：化学和生物，是指两科都要选还是只有其中一科就可以的，能再明确一下吗？谢谢,化学和物理，两科都要选。
113,0,是否有专业细分或侧重点不同，还是教学资源配置不同,专业分流后，就读校区不同。培养方案和学习要求都是相同的。
114,0,比如有很多人读研，拿奖学金吗。,学校积极引导毕业生服务国家战略需求，不断为经济社会发展做出贡献，实现毕业生更高质量和更充分就业。近年来，“学在中大，追求卓越”校风学风蔚然成形，学生升学深造的热情持续高涨，本科毕业生升学深造率连续七年稳定增长，三分之二的本科毕业生继续升学深造。2020届本科生境内升学高校主...[详细]
115,0,同上,大一新生在古朴优美的广州校区南校园（康乐园）学习生活，感受百年中大的精神底蕴和文化传统。住宿4到6人间，水电费另计。
116,0,同上,大一新生在古朴优美的广州校区南校园（康乐园）学习生活，感受百年中大的精神底蕴和文化传统。住宿4到6人间，水电费另计。
117,0,同上,中山大学学科门类覆盖面广，研究生教育已涵盖了除军事学外的所有学科门类，是教育部直属高校中学科门类最齐全的学校之一。现有51个博士学位授权点（一级学科）、59个硕士学位授权点（一级学科），4个博士专业学位，33个硕士专业学位类别。以一级学科博士点的数量来看，中山大学位列全国第3。...[详细]
118,0,同上,宿舍由学校统一安排，住宿费750-1600元/学年。宿舍有空调、热水、wifi，环境舒适。可加入我校江西组qq群进一步咨询：799651823
119,0,高考652，位次4100，报考贵校有希望吗？,您好，请电话联系负责贵省市的招生组，获取最准确消息，谢谢！http://admission.sysu.edu.cn/zs01a/1378345.htm
120,0,高校专项面试通过获得药学拟录取资格，进入中山大学后可以换专业吗,可以通过正常转专业的渠道申请。
121,0,山东省中山大学招生组电话是多少呢？,http://admission.sysu.edu.cn/zs01a/1378362.htm
122,0,您好！请问大类招生录取后什么时候进行专业分流？怎样分流？有什么分流规则吗？谢谢,中山大学实行本科大类招生，每个院系原则按照一个专业进行招生。专业分流情况根据各个院系分流方案进行，具体可咨询各院系。
123,0,请问山东考生位次多少可以录取,请电话联系负责贵省的招生组，获取最准确消息，谢谢！http://admission.sysu.edu.cn/zs01a/1378345.htm
124,0,口腔医学（5+3一体化）（5年制）是一个代码，那怎么录取呢？,口腔医学（5+3一体化）（5年制）是2个不用的专业代码，具体请以各省级主管部门公布为准。
125,0,北京考生648选考史地政报考贵校汉语言文学希望大吗,请电话联系负责贵省的招生组，获取最准确消息，谢谢！http://admission.sysu.edu.cn/zs01a/1378345.htm
126,0,辽宁考生670能报考中山临床八年么,请电话联系负责贵省的招生组，获取最准确消息，谢谢！http://admission.sysu.edu.cn/zs01a/1378345.htm
127,0,江苏考生省内排名4000名可以录取计算机类吗,请电话联系负责贵省的招生组，获取最准确消息，谢谢！http://admission.sysu.edu.cn/zs01a/1378345.htm
128,0,老师您好，我是广东考生，考分627，排位8809，请问被贵校录取概率大不大，被调剂概率呢，如果成功录取之后，转专业是否困难，谢谢老师！,请电话联系负责贵省市的招生组，获取最准确消息，谢谢！http://admission.sysu.edu.cn/zs01a/1378345.htm
129,0,微电子科学与工程对视力有要求吗,无。
130,0,如上,请电话联系负责贵省市的招生组，获取最准确消息，谢谢！http://admission.sysu.edu.cn/zs01a/1378345.htm
131,0,请问生物科学类的专业，近视有限制吗,您好！我校录取时以教育部、卫生部、中国残疾人联合会颁布的《普通高等学校招生体检工作指导意见》及《教育部办公厅卫生部办公厅关于普通高等学校招生学生入学身体检查取消乙肝项目检测有关问题的通知》为基本依据。建议您查阅相关文件。
132,0,近视眼能报生物医学工程吗,屈光不正（近视眼或远视眼，下同）任何一眼矫正到4.8镜片度数大于400度的，不宜就读海洋技术、海洋科学、测控技术与仪器、核工程与核技术、生物医学工程、服装设计与工程、飞行器制造工程。专科专业：与以上相同或相近专业。
133,0,老师你好，我是青海省的少数民族考生，想要咨询民族班的相关问题1.民族班是单独成班还是和普通班一起，会有什么区别，毕业证上会注明是少数民族班学生吗？2.民族班是否是按本省民族考生排位录取3.青海民族班的外国语言文学具体都有哪些学科4.了解到外国语言文学在珠海校区，毕业证上是否会特...[详细],入校后不单独安排教学，和普通班一起。毕业证不会备注。民族班从投档成绩不低于中山大学在该省（区、市）本科批次提档分数线以下40分内的少数民族考生中择优录取。外国语言文学类（含英语、阿拉伯语、西班牙语、朝鲜语、俄语专业），具体专业分流等入学后由学院负责。珠海校区是中山大学的重...[详细]
134,0,老师您好！天津考生成绩675，1725位次，报考临床医学五年希望大吗？其他什么专业更有把握？,请电话联系负责贵省市的招生组，获取最准确消息，谢谢！http://admission.sysu.edu.cn/zs01a/1378345.htm
135,0,广东招生组的电话是多少,http://admission.sysu.edu.cn/zs01a/1378376.htm
136,0,如果分数可以，服从专业调剂，是不是一定录取，有专业级差吗?或者有没有其他录取限制?,若服从调剂，提档后保证录取。没有专业级差。
137,0,老师您好，请问入选高项专项计划名单是的同学是指考虑面试考核成绩吗（按高到低排列），有没有再考虑专业问题？我的成绩比最后一位入选同学的高，为什么没有入选？,您好，如果您填报的专业已录满且您选择不服从调剂，则不予入选。
138,0,如果分数可以，服从专业调剂，是不是一定录取，有专业级差吗?或者有没有其他录取限制?,在平行志愿批次，已投档至中山大学的考生，在思想政治品德考核合格、体检合格且服从专业调剂的情况下，均不退档。学校对进档考生按分数优先的原则，根据考生实际高考成绩（不含政策性加分）进行专业录取，不设专业级差。
139,0,如果分数可以，服从专业调剂，是不是一定录取，有专业级差吗?或者有没有其他录取限制?,在平行志愿批次，已投档至中山大学的考生，在思想政治品德考核合格、体检合格且服从专业调剂的情况下，均不退档。学校对进档考生按分数优先的原则，根据考生实际高考成绩（不含政策性加分）进行专业录取，不设专业级差。
140,0,如果分数可以，服从专业调剂，是不是一定录取，有专业级差吗?或者有没有其他录取限制?,若服从调剂，提档后保证录取。无专业级差。
